step,obj_values,accepted
89,555.339929,false
89,550.93424,false
89,555.339929,false
89,590.752685,false
89,550.93424,false
89,590.752685,false
89,550.93424,false
89,566.616773,false
89,550.93424,false
89,550.93424,false
89,537.105934,true
89,555.339929,false
89,550.93424,false
89,550.93424,false
89,537.105934,true
89,566.616773,false
90,555.339929,false
90,566.616773,false
90,590.752685,false
90,590.752685,false
90,555.339929,false
90,566.616773,false
90,590.752685,false
90,537.105934,true
90,590.752685,false
90,537.105934,true
90,550.93424,false
90,566.616773,false
90,555.339929,false
90,590.752685,false
90,590.752685,false
91,590.752685,false
91,590.752685,false
91,566.616773,false
91,550.93424,false
91,537.105934,true
91,590.752685,false
91,590.752685,false
91,555.339929,false
91,566.616773,false
91,555.339929,false
91,590.752685,false
91,550.93424,false
91,566.616773,false
91,537.105934,true
91,550.93424,false
92,550.93424,false
92,590.752685,false
92,537.105934,true
92,590.752685,false
92,590.752685,false
92,590.752685,false
92,550.93424,false
92,590.752685,false
92,555.339929,false
92,537.105934,true
92,537.105934,true
92,550.93424,false
92,566.616773,false
92,550.93424,false
92,590.752685,false
92,590.752685,false
92,537.105934,true
93,590.752685,false
93,590.752685,false
93,590.752685,false
93,537.105934,true
93,555.339929,false
93,555.339929,false
93,590.752685,false
93,590.752685,false
93,550.93424,false
93,550.93424,false
93,590.752685,false
93,566.616773,false
93,555.339929,false
93,566.616773,false
93,550.93424,false
93,555.339929,false
94,537.105934,true
94,590.752685,false
94,566.616773,false
94,566.616773,false
94,590.752685,false
94,550.93424,false
94,537.105934,true
94,555.339929,false
94,555.339929,false
94,590.752685,false
94,590.752685,false
94,590.752685,false
94,590.752685,false
95,550.93424,false
95,566.616773,false
95,555.339929,false
95,555.339929,false
95,555.339929,false
95,550.93424,false
95,590.752685,false
95,566.616773,false
95,555.339929,false
95,555.339929,false
95,590.752685,false
95,550.93424,false
95,590.752685,false
95,550.93424,false
95,590.752685,false
96,590.752685,false
96,590.752685,false
96,537.105934,true
96,590.752685,false
96,590.752685,false
96,550.93424,false
96,550.93424,false
96,555.339929,false
96,555.339929,false
96,590.752685,false
96,590.752685,false
96,590.752685,false
96,590.752685,false
96,566.616773,false
96,590.752685,false
96,566.616773,false
96,590.752685,false
97,566.616773,false
97,590.752685,false
97,555.339929,false
97,550.93424,false
97,550.93424,false
97,555.339929,false
97,550.93424,false
97,590.752685,false
97,555.339929,false
97,566.616773,false
97,590.752685,false
97,537.105934,true
97,590.752685,false
97,566.616773,false
97,590.752685,false
97,550.93424,false
97,550.93424,false
98,590.752685,false
98,550.93424,false
98,555.339929,false
98,550.93424,false
98,590.752685,false
98,566.616773,false
98,590.752685,false
98,550.93424,false
98,590.752685,false
98,590.752685,false
98,537.105934,true
98,550.93424,false
98,550.93424,false
98,566.616773,false
98,555.339929,false
98,566.616773,false
99,590.752685,false
99,590.752685,false
99,555.339929,false
99,590.752685,false
99,555.339929,false
99,550.93424,false
99,590.752685,false
99,555.339929,false
99,555.339929,false
99,566.616773,false
99,590.752685,false
99,555.339929,false
99,537.105934,true
99,550.93424,false
99,555.339929,false
99,566.616773,false
100,537.105934,true
100,590.752685,false
100,555.339929,false
100,550.93424,false
100,590.752685,false
100,550.93424,false
100,550.93424,false
100,566.616773,false
100,566.616773,false
100,566.616773,false
100,555.339929,false
100,590.752685,false
100,590.752685,false
100,566.616773,false
