ISSD,CHID,alt,Price,PT,Rideshare,Ebike,Addon,Unnamed: 0,ID,Choice,Age,Gender,Household,Education,Employment,WFH,Income,Follow-up,Residential,Technology,Disability,Driving,Bike,Scooter,Multimode,Public_Transit,D_walk,D_car,D_bike,Long_w_trips,Long_r_trips,Long_s_trips,PT_averse,Somerset,Lockyer_Valley,Scenic_Rim,Noosa,Redland,Toowoomba,Ipswich,Sunshine_coast,Logan,Moreton_bay,Gold_coast,Brisbane,LGA_1,LGA_2,LGA_3,Age_1,Age_2,Age_3,Live_alone,Live_housemate,Fam_nokid,Fam_kid,Fam_singl,Full_time,Part_time,Casual,Home_duties,Unemployed,Full_student,Part_student,Retired,Income_1,Income_2,Income_3,MaaS_1,MaaS_2,MaaS_3,MaaS_4,av_1,av_2,av_3,av_4,CHOICE
2486,1,3,40,0,2,0,1,621,208,2,3,1,4,3,0,1,4,1,10,4,0,2,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
2487,1,4,0,0,0,0,0,621,208,2,3,1,4,3,0,1,4,1,10,4,0,2,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
2488,2,1,30,4,0,0,3,622,208,1,3,1,4,3,0,1,4,1,10,4,0,2,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
2489,2,2,30,2,0,0,2,622,208,1,3,1,4,3,0,1,4,1,10,4,0,2,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
2490,2,3,60,1,2,1,0,622,208,1,3,1,4,3,0,1,4,1,10,4,0,2,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
2491,2,4,0,0,0,0,0,622,208,1,3,1,4,3,0,1,4,1,10,4,0,2,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
2492,3,1,75,2,3,2,1,623,208,4,3,1,4,3,0,1,4,1,10,4,0,2,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
2493,3,2,75,3,2,3,0,623,208,4,3,1,4,3,0,1,4,1,10,4,0,2,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
2494,3,3,50,0,3,1,0,623,208,4,3,1,4,3,0,1,4,1,10,4,0,2,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
2495,3,4,0,0,0,0,0,623,208,4,3,1,4,3,0,1,4,1,10,4,0,2,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
2496,1,1,75,2,3,2,0,624,209,4,5,0,0,3,7,0,2,0,6,4,0,2,2,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0
2497,1,2,40,3,0,1,2,624,209,4,5,0,0,3,7,0,2,0,6,4,0,2,2,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0
2498,1,3,75,4,3,2,3,624,209,4,5,0,0,3,7,0,2,0,6,4,0,2,2,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0
2499,1,4,0,0,0,0,0,624,209,4,5,0,0,3,7,0,2,0,6,4,0,2,2,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1
2500,2,1,50,0,3,1,2,625,209,4,5,0,0,3,7,0,2,0,6,4,0,2,2,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0
2501,2,2,15,0,0,0,1,625,209,4,5,0,0,3,7,0,2,0,6,4,0,2,2,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0
2502,2,3,65,3,2,1,3,625,209,4,5,0,0,3,7,0,2,0,6,4,0,2,2,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0
2503,2,4,0,0,0,0,0,625,209,4,5,0,0,3,7,0,2,0,6,4,0,2,2,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1
2504,3,1,40,4,1,0,2,626,209,4,5,0,0,3,7,0,2,0,6,4,0,2,2,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0
2505,3,2,60,2,1,3,0,626,209,4,5,0,0,3,7,0,2,0,6,4,0,2,2,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0
2506,3,3,70,1,2,3,1,626,209,4,5,0,0,3,7,0,2,0,6,4,0,2,2,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0
2507,3,4,0,0,0,0,0,626,209,4,5,0,0,3,7,0,2,0,6,4,0,2,2,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1
2508,1,1,55,2,3,0,2,627,210,4,5,0,2,4,7,0,5,0,4,3,1,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0
2509,1,2,40,4,1,0,1,627,210,4,5,0,2,4,7,0,5,0,4,3,1,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0
2510,1,3,75,4,2,2,0,627,210,4,5,0,2,4,7,0,5,0,4,3,1,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0
2511,1,4,0,0,0,0,0,627,210,4,5,0,2,4,7,0,5,0,4,3,1,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1
2512,2,1,50,3,0,2,3,628,210,3,5,0,2,4,7,0,5,0,4,3,1,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0
2513,2,2,65,3,2,1,3,628,210,3,5,0,2,4,7,0,5,0,4,3,1,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0
2514,2,3,35,0,1,1,1,628,210,3,5,0,2,4,7,0,5,0,4,3,1,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1
2515,2,4,0,0,0,0,0,628,210,3,5,0,2,4,7,0,5,0,4,3,1,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0
2516,3,1,70,1,3,3,3,629,210,4,5,0,2,4,7,0,5,0,4,3,1,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0
2517,3,2,45,1,0,3,2,629,210,4,5,0,2,4,7,0,5,0,4,3,1,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0
2518,3,3,35,0,0,3,0,629,210,4,5,0,2,4,7,0,5,0,4,3,1,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0
2519,3,4,0,0,0,0,0,629,210,4,5,0,2,4,7,0,5,0,4,3,1,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1
2520,1,1,60,1,3,1,2,630,211,4,4,0,2,3,1,0,0,0,11,0,0,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2521,1,2,50,2,1,1,3,630,211,4,4,0,2,3,1,0,0,0,11,0,0,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2522,1,3,60,0,3,2,1,630,211,4,4,0,2,3,1,0,0,0,11,0,0,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2523,1,4,0,0,0,0,0,630,211,4,4,0,2,3,1,0,0,0,11,0,0,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1
2524,2,1,60,2,1,3,3,631,211,4,4,0,2,3,1,0,0,0,11,0,0,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2525,2,2,35,0,0,2,1,631,211,4,4,0,2,3,1,0,0,0,11,0,0,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2526,2,3,65,4,2,1,0,631,211,4,4,0,2,3,1,0,0,0,11,0,0,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2527,2,4,0,0,0,0,0,631,211,4,4,0,2,3,1,0,0,0,11,0,0,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1
2528,3,1,40,3,1,0,1,632,211,4,4,0,2,3,1,0,0,0,11,0,0,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2529,3,2,30,3,0,0,0,632,211,4,4,0,2,3,1,0,0,0,11,0,0,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2530,3,3,75,4,2,3,2,632,211,4,4,0,2,3,1,0,0,0,11,0,0,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2531,3,4,0,0,0,0,0,632,211,4,4,0,2,3,1,0,0,0,11,0,0,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1
2532,1,1,55,3,3,0,0,633,212,4,2,1,3,3,0,0,5,0,7,3,0,2,2,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
2533,1,2,75,4,3,2,3,633,212,4,2,1,3,3,0,0,5,0,7,3,0,2,2,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
2534,1,3,50,2,0,2,3,633,212,4,2,1,3,3,0,0,5,0,7,3,0,2,2,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
2535,1,4,0,0,0,0,0,633,212,4,2,1,3,3,0,0,5,0,7,3,0,2,2,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
2536,2,1,45,1,0,3,1,634,212,4,2,1,3,3,0,0,5,0,7,3,0,2,2,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
2537,2,2,50,3,0,3,0,634,212,4,2,1,3,3,0,0,5,0,7,3,0,2,2,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
2538,2,3,50,0,2,1,1,634,212,4,2,1,3,3,0,0,5,0,7,3,0,2,2,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
2539,2,4,0,0,0,0,0,634,212,4,2,1,3,3,0,0,5,0,7,3,0,2,2,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
2540,3,1,65,4,2,1,2,635,212,4,2,1,3,3,0,0,5,0,7,3,0,2,2,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
2541,3,2,40,2,1,0,2,635,212,4,2,1,3,3,0,0,5,0,7,3,0,2,2,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
2542,3,3,25,0,1,0,2,635,212,4,2,1,3,3,0,0,5,0,7,3,0,2,2,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
2543,3,4,0,0,0,0,0,635,212,4,2,1,3,3,0,0,5,0,7,3,0,2,2,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
2544,1,1,60,4,1,2,3,636,213,4,4,1,0,2,4,0,0,0,10,3,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2545,1,2,45,1,0,3,2,636,213,4,4,1,0,2,4,0,0,0,10,3,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2546,1,3,75,3,3,2,0,636,213,4,4,1,0,2,4,0,0,0,10,3,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2547,1,4,0,0,0,0,0,636,213,4,4,1,0,2,4,0,0,0,10,3,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1
2548,2,1,60,0,3,3,3,637,213,4,4,1,0,2,4,0,0,0,10,3,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2549,2,2,75,2,3,2,1,637,213,4,4,1,0,2,4,0,0,0,10,3,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2550,2,3,55,4,2,0,0,637,213,4,4,1,0,2,4,0,0,0,10,3,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2551,2,4,0,0,0,0,0,637,213,4,4,1,0,2,4,0,0,0,10,3,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1
2552,3,1,40,2,0,1,1,638,213,4,4,1,0,2,4,0,0,0,10,3,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2553,3,2,55,3,2,0,3,638,213,4,4,1,0,2,4,0,0,0,10,3,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2554,3,3,45,1,1,1,2,638,213,4,4,1,0,2,4,0,0,0,10,3,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2555,3,4,0,0,0,0,0,638,213,4,4,1,0,2,4,0,0,0,10,3,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1
2556,1,1,65,2,2,1,0,639,214,3,4,0,0,2,1,0,0,1,9,1,0,2,2,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2557,1,2,55,2,2,0,2,639,214,3,4,0,0,2,1,0,0,1,9,1,0,2,2,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2558,1,3,35,1,1,0,3,639,214,3,4,0,0,2,1,0,0,1,9,1,0,2,2,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1
2559,1,4,0,0,0,0,0,639,214,3,4,0,0,2,1,0,0,1,9,1,0,2,2,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2560,2,1,25,0,0,1,2,640,214,4,4,0,0,2,1,0,0,1,9,1,0,2,2,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2561,2,2,60,0,3,2,1,640,214,4,4,0,0,2,1,0,0,1,9,1,0,2,2,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2562,2,3,50,4,0,3,1,640,214,4,4,0,0,2,1,0,0,1,9,1,0,2,2,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2563,2,4,0,0,0,0,0,640,214,4,4,0,0,2,1,0,0,1,9,1,0,2,2,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1
2564,3,1,75,3,3,2,1,641,214,2,4,0,0,2,1,0,0,1,9,1,0,2,2,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2565,3,2,35,1,1,0,3,641,214,2,4,0,0,2,1,0,0,1,9,1,0,2,2,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1
2566,3,3,60,4,1,3,0,641,214,2,4,0,0,2,1,0,0,1,9,1,0,2,2,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2567,3,4,0,0,0,0,0,641,214,2,4,0,0,2,1,0,0,1,9,1,0,2,2,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
2568,1,1,55,3,3,0,1,642,215,1,1,1,1,4,4,0,2,0,11,4,0,2,2,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
2569,1,2,75,3,3,3,2,642,215,1,1,1,1,4,4,0,2,0,11,4,0,2,2,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
2570,1,3,35,0,0,2,0,642,215,1,1,1,1,4,4,0,2,0,11,4,0,2,2,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
2571,1,4,0,0,0,0,0,642,215,1,1,1,1,4,4,0,2,0,11,4,0,2,2,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
2572,2,1,45,1,1,1,3,643,215,1,1,1,1,4,4,0,2,0,11,4,0,2,2,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
