ISSD,CHID,alt,Price,PT,Rideshare,Ebike,Addon,Unnamed: 0,ID,Choice,Age,Gender,Household,Education,Employment,WFH,Income,Follow-up,Residential,Technology,Disability,Driving,Bike,Scooter,Multimode,Public_Transit,D_walk,D_car,D_bike,Long_w_trips,Long_r_trips,Long_s_trips,PT_averse,Somerset,Lockyer_Valley,Scenic_Rim,Noosa,Redland,Toowoomba,Ipswich,Sunshine_coast,Logan,Moreton_bay,Gold_coast,Brisbane,LGA_1,LGA_2,LGA_3,Age_1,Age_2,Age_3,Live_alone,Live_housemate,Fam_nokid,Fam_kid,Fam_singl,Full_time,Part_time,Casual,Home_duties,Unemployed,Full_student,Part_student,Retired,Income_1,Income_2,Income_3,MaaS_1,MaaS_2,MaaS_3,MaaS_4,av_1,av_2,av_3,av_4,CHOICE
77,2,2,55,1,1,2,2,19,7,2,2,0,0,4,0,0,1,0,11,1,0,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1
78,2,3,50,4,1,1,3,19,7,2,2,0,0,4,0,0,1,0,11,1,0,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
79,2,4,0,0,0,0,0,19,7,2,2,0,0,4,0,0,1,0,11,1,0,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
80,3,1,75,2,3,3,1,20,7,3,2,0,0,4,0,0,1,0,11,1,0,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
81,3,2,40,4,0,1,0,20,7,3,2,0,0,4,0,0,1,0,11,1,0,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
82,3,3,25,1,0,0,0,20,7,3,2,0,0,4,0,0,1,0,11,1,0,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1
83,3,4,0,0,0,0,0,20,7,3,2,0,0,4,0,0,1,0,11,1,0,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
84,1,1,45,1,0,2,2,21,8,4,5,1,2,3,7,0,2,0,6,0,0,2,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0
85,1,2,65,3,3,1,0,21,8,4,5,1,2,3,7,0,2,0,6,0,0,2,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0
86,1,3,75,4,2,2,2,21,8,4,5,1,2,3,7,0,2,0,6,0,0,2,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0
87,1,4,0,0,0,0,0,21,8,4,5,1,2,3,7,0,2,0,6,0,0,2,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1
88,2,1,45,1,1,1,1,22,8,4,5,1,2,3,7,0,2,0,6,0,0,2,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0
89,2,2,40,0,3,0,0,22,8,4,5,1,2,3,7,0,2,0,6,0,0,2,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0
90,2,3,60,0,2,2,1,22,8,4,5,1,2,3,7,0,2,0,6,0,0,2,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0
91,2,4,0,0,0,0,0,22,8,4,5,1,2,3,7,0,2,0,6,0,0,2,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1
92,3,1,55,2,2,0,1,23,8,4,5,1,2,3,7,0,2,0,6,0,0,2,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0
93,3,2,50,3,0,3,3,23,8,4,5,1,2,3,7,0,2,0,6,0,0,2,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0
94,3,3,60,4,1,3,3,23,8,4,5,1,2,3,7,0,2,0,6,0,0,2,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0
95,3,4,0,0,0,0,0,23,8,4,5,1,2,3,7,0,2,0,6,0,0,2,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1
96,1,1,65,4,2,1,0,24,9,4,2,1,4,0,4,0,1,0,6,4,0,1,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
97,1,2,25,0,1,0,3,24,9,4,2,1,4,0,4,0,1,0,6,4,0,1,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
98,1,3,70,1,3,2,3,24,9,4,2,1,4,0,4,0,1,0,6,4,0,1,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
99,1,4,0,0,0,0,0,24,9,4,2,1,4,0,4,0,1,0,6,4,0,1,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1
100,2,1,75,3,3,3,1,25,9,4,2,1,4,0,4,0,1,0,6,4,0,1,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
101,2,2,75,3,3,2,2,25,9,4,2,1,4,0,4,0,1,0,6,4,0,1,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
102,2,3,65,2,2,1,2,25,9,4,2,1,4,0,4,0,1,0,6,4,0,1,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
103,2,4,0,0,0,0,0,25,9,4,2,1,4,0,4,0,1,0,6,4,0,1,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1
104,3,1,25,0,1,0,1,26,9,4,2,1,4,0,4,0,1,0,6,4,0,1,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
105,3,2,45,1,0,3,0,26,9,4,2,1,4,0,4,0,1,0,6,4,0,1,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
106,3,3,50,4,0,2,3,26,9,4,2,1,4,0,4,0,1,0,6,4,0,1,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
107,3,4,0,0,0,0,0,26,9,4,2,1,4,0,4,0,1,0,6,4,0,1,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1
108,1,1,35,0,0,2,1,27,10,3,3,1,3,3,2,2,4,0,11,3,0,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
109,1,2,55,2,2,0,1,27,10,3,3,1,3,3,2,2,4,0,11,3,0,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
110,1,3,35,1,1,0,1,27,10,3,3,1,3,3,2,2,4,0,11,3,0,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
111,1,4,0,0,0,0,0,27,10,3,3,1,3,3,2,2,4,0,11,3,0,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
112,2,1,50,0,2,1,3,28,10,3,3,1,3,3,2,2,4,0,11,3,0,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
113,2,2,75,2,3,2,2,28,10,3,3,1,3,3,2,2,4,0,11,3,0,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
114,2,3,60,1,2,1,3,28,10,3,3,1,3,3,2,2,4,0,11,3,0,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
115,2,4,0,0,0,0,0,28,10,3,3,1,3,3,2,2,4,0,11,3,0,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
116,3,1,50,4,0,3,2,29,10,1,3,1,3,3,2,2,4,0,11,3,0,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
117,3,2,60,3,1,3,0,29,10,1,3,1,3,3,2,2,4,0,11,3,0,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
118,3,3,65,4,3,1,0,29,10,1,3,1,3,3,2,2,4,0,11,3,0,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
119,3,4,0,0,0,0,0,29,10,1,3,1,3,3,2,2,4,0,11,3,0,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
120,1,1,30,4,0,0,3,30,11,4,5,1,2,0,7,0,1,0,11,0,0,2,2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0
121,1,2,40,2,0,1,3,30,11,4,5,1,2,0,7,0,1,0,11,0,0,2,2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0
122,1,3,70,1,2,2,0,30,11,4,5,1,2,0,7,0,1,0,11,0,0,2,2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0
123,1,4,0,0,0,0,0,30,11,4,5,1,2,0,7,0,1,0,11,0,0,2,2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1
124,2,1,50,0,2,1,2,31,11,4,5,1,2,0,7,0,1,0,11,0,0,2,2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0
125,2,2,75,4,3,2,3,31,11,4,5,1,2,0,7,0,1,0,11,0,0,2,2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0
126,2,3,40,0,3,0,2,31,11,4,5,1,2,0,7,0,1,0,11,0,0,2,2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0
127,2,4,0,0,0,0,0,31,11,4,5,1,2,0,7,0,1,0,11,0,0,2,2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1
128,3,1,50,3,0,3,1,32,11,4,5,1,2,0,7,0,1,0,11,0,0,2,2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0
129,3,2,60,2,1,3,0,32,11,4,5,1,2,0,7,0,1,0,11,0,0,2,2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0
130,3,3,50,3,1,1,1,32,11,4,5,1,2,0,7,0,1,0,11,0,0,2,2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0
131,3,4,0,0,0,0,0,32,11,4,5,1,2,0,7,0,1,0,11,0,0,2,2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1
132,1,1,40,2,1,0,1,33,12,4,4,0,3,6,2,1,2,0,2,0,0,2,2,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
133,1,2,60,0,3,3,2,33,12,4,4,0,3,6,2,1,2,0,2,0,0,2,2,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
134,1,3,25,1,0,0,0,33,12,4,4,0,3,6,2,1,2,0,2,0,0,2,2,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
135,1,4,0,0,0,0,0,33,12,4,4,0,3,6,2,1,2,0,2,0,0,2,2,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
136,2,1,70,1,3,2,0,34,12,4,4,0,3,6,2,1,2,0,2,0,0,2,2,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
137,2,2,65,4,2,1,2,34,12,4,4,0,3,6,2,1,2,0,2,0,0,2,2,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
138,2,3,55,3,2,0,1,34,12,4,4,0,3,6,2,1,2,0,2,0,0,2,2,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
139,2,4,0,0,0,0,0,34,12,4,4,0,3,6,2,1,2,0,2,0,0,2,2,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
140,3,1,60,4,1,2,3,35,12,4,4,0,3,6,2,1,2,0,2,0,0,2,2,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
141,3,2,50,2,0,3,1,35,12,4,4,0,3,6,2,1,2,0,2,0,0,2,2,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
142,3,3,65,3,3,1,3,35,12,4,4,0,3,6,2,1,2,0,2,0,0,2,2,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
143,3,4,0,0,0,0,0,35,12,4,4,0,3,6,2,1,2,0,2,0,0,2,2,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
144,1,1,60,4,1,2,1,36,13,2,1,1,3,3,0,2,3,1,8,3,1,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
145,1,2,30,3,0,0,0,36,13,2,1,1,3,3,0,2,3,1,8,3,1,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
146,1,3,70,1,2,3,2,36,13,2,1,1,3,3,0,2,3,1,8,3,1,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
147,1,4,0,0,0,0,0,36,13,2,1,1,3,3,0,2,3,1,8,3,1,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
148,2,1,75,2,2,2,1,37,13,1,1,1,3,3,0,2,3,1,8,3,1,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
149,2,2,30,4,0,0,3,37,13,1,1,1,3,3,0,2,3,1,8,3,1,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
150,2,3,65,3,3,1,0,37,13,1,1,1,3,3,0,2,3,1,8,3,1,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
151,2,4,0,0,0,0,0,37,13,1,1,1,3,3,0,2,3,1,8,3,1,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
152,3,1,35,1,1,0,1,38,13,1,1,1,3,3,0,2,3,1,8,3,1,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
153,3,2,65,2,3,1,3,38,13,1,1,1,3,3,0,2,3,1,8,3,1,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
154,3,3,35,0,0,3,2,38,13,1,1,1,3,3,0,2,3,1,8,3,1,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
155,3,4,0,0,0,0,0,38,13,1,1,1,3,3,0,2,3,1,8,3,1,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
156,1,1,60,3,1,2,0,39,14,4,5,0,2,1,7,0,0,0,11,0,0,2,2,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0
157,1,2,55,3,3,0,3,39,14,4,5,0,2,1,7,0,0,0,11,0,0,2,2,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0
158,1,3,65,4,2,1,1,39,14,4,5,0,2,1,7,0,0,0,11,0,0,2,2,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0
159,1,4,0,0,0,0,0,39,14,4,5,0,2,1,7,0,0,0,11,0,0,2,2,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1
160,2,1,50,4,0,3,2,40,14,4,5,0,2,1,7,0,0,0,11,0,0,2,2,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0
161,2,2,65,2,2,1,2,40,14,4,5,0,2,1,7,0,0,0,11,0,0,2,2,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0
162,2,3,45,1,0,2,0,40,14,4,5,0,2,1,7,0,0,0,11,0,0,2,2,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0
163,2,4,0,0,0,0,0,40,14,4,5,0,2,1,7,0,0,0,11,0,0,2,2,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1
164,3,1,60,0,3,3,3,41,14,4,5,0,2,1,7,0,0,0,11,0,0,2,2,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0
