csn,Scenario,Choice_,RECRE,PRICE,CF,CF_car,CF_stay,CF_pt,CF_age,CF_male,CF_income,CF_child,CF_bike,BIKELANE,BIKESEP,DIST6,DIST3,FREQ_HIGHER,FREQ_HIGHEST,UNGUARDED,GUARDED,ID_1
1417,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
1418,1,1,2,2,1,0,0,4,25,0,1,2,1,0,1,0,1,1,0,0,1,145
1418,2,0,3,2,1,0,0,4,25,0,1,2,1,0,1,0,0,0,0,0,0,145
1418,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
1419,1,0,3,4,1,0,0,4,25,0,1,2,1,1,0,0,1,0,1,1,0,145
1419,2,1,2,1,1,0,0,4,25,0,1,2,1,0,1,1,0,0,0,0,0,145
1419,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
1420,1,0,2,6,1,0,0,4,25,0,1,2,1,0,1,0,0,0,1,1,0,145
1420,2,1,3,4,1,0,0,4,25,0,1,2,1,0,1,0,1,1,0,1,0,145
1420,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
1421,1,1,1,1,1,0,0,4,25,0,1,2,1,1,0,1,0,0,1,1,0,145
1421,2,0,1,3,1,0,0,4,25,0,1,2,1,0,0,0,1,0,1,1,0,145
1421,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
1422,1,0,2,6,1,0,0,4,25,0,1,2,1,0,0,1,0,0,0,0,0,145
1422,2,1,3,2,1,0,0,4,25,0,1,2,1,0,0,0,0,0,1,1,0,145
1422,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
1423,1,1,2,3,1,0,0,5,24,1,1,1,1,1,0,0,1,1,0,0,1,146
1423,2,0,1,4,1,0,0,5,24,1,1,1,1,1,0,1,0,0,1,1,0,146
1423,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
1424,1,1,3,6,1,0,0,5,24,1,1,1,1,0,1,1,0,1,0,1,0,146
1424,2,0,1,5,1,0,0,5,24,1,1,1,1,0,0,1,0,1,0,0,0,146
1424,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
1425,1,1,2,3,1,0,0,5,24,1,1,1,1,0,0,0,1,1,0,1,0,146
1425,2,0,2,3,1,0,0,5,24,1,1,1,1,0,0,0,1,0,0,0,1,146
1425,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
1426,1,1,1,2,1,0,0,5,24,1,1,1,1,0,0,1,0,0,1,1,0,146
1426,2,0,2,5,1,0,0,5,24,1,1,1,1,0,1,0,0,1,0,0,1,146
1426,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
1427,1,1,2,5,1,0,0,5,24,1,1,1,1,1,0,0,0,0,1,0,0,146
1427,2,0,2,6,1,0,0,5,24,1,1,1,1,1,0,0,0,0,0,1,0,146
1427,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
1428,1,0,1,2,1,0,0,5,24,1,1,1,1,0,1,1,0,0,1,0,0,146
1428,2,1,3,1,1,0,0,5,24,1,1,1,1,1,0,1,0,0,1,0,0,146
1428,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
1429,1,1,3,1,1,0,0,5,24,1,1,1,1,0,1,0,0,0,0,0,0,146
1429,2,0,3,6,1,0,0,5,24,1,1,1,1,0,0,0,1,0,0,0,0,146
1429,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
1430,1,0,1,4,1,0,0,5,24,1,1,1,1,0,0,0,1,0,0,0,1,146
1430,2,1,3,4,1,0,0,5,24,1,1,1,1,0,1,0,1,0,1,0,1,146
1430,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
1431,1,1,3,1,1,0,0,5,24,1,1,1,1,1,0,0,0,0,0,0,1,146
1431,2,0,1,2,1,0,0,5,24,1,1,1,1,0,1,0,0,1,0,1,0,146
1431,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
1441,1,1,3,5,1,0,1,5,23,0,1,1,1,0,1,0,1,0,0,1,0,147
1441,2,0,2,5,1,0,1,5,23,0,1,1,1,1,0,0,1,0,1,1,0,147
1441,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
1442,1,0,1,3,1,0,1,5,23,0,1,1,1,0,1,1,0,0,0,0,1,147
1442,2,1,2,3,1,0,1,5,23,0,1,1,1,0,1,1,0,0,0,1,0,147
1442,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
1443,1,1,3,2,1,0,1,5,23,0,1,1,1,0,0,1,0,1,0,0,0,147
1443,2,0,1,4,1,0,1,5,23,0,1,1,1,0,1,0,1,0,0,1,0,147
1443,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
1444,1,1,2,4,1,0,1,5,23,0,1,1,1,1,0,1,0,1,0,0,0,147
1444,2,0,3,6,1,0,1,5,23,0,1,1,1,0,1,1,0,1,0,0,1,147
1444,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
1445,1,1,3,2,1,0,1,5,23,0,1,1,1,1,0,0,0,1,0,1,0,147
1445,2,0,3,1,1,0,1,5,23,0,1,1,1,0,0,0,0,0,1,0,1,147
1445,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
1446,1,1,2,1,1,0,1,5,23,0,1,1,1,0,1,0,0,0,1,0,1,147
1446,2,0,2,5,1,0,1,5,23,0,1,1,1,0,0,1,0,0,1,0,1,147
1446,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
1447,1,0,1,6,1,0,1,5,23,0,1,1,1,0,0,0,0,0,1,0,1,147
1447,2,1,1,4,1,0,1,5,23,0,1,1,1,0,0,0,0,0,0,0,0,147
1447,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
1448,1,1,2,1,1,0,1,5,23,0,1,1,1,0,0,0,1,0,1,0,0,147
1448,2,0,1,2,1,0,1,5,23,0,1,1,1,1,0,0,1,1,0,0,0,147
1448,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
1449,1,1,1,3,1,0,1,5,23,0,1,1,1,1,0,0,1,0,0,1,0,147
1449,2,0,3,6,1,0,1,5,23,0,1,1,1,1,0,0,0,1,0,0,0,147
1449,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
1450,1,1,3,5,1,0,1,4,30,0,2,1,0,0,1,0,1,0,0,1,0,148
1450,2,0,2,5,1,0,1,4,30,0,2,1,0,1,0,0,1,0,1,1,0,148
1450,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
1451,1,0,1,3,1,0,1,4,30,0,2,1,0,0,1,1,0,0,0,0,1,148
1451,2,1,2,3,1,0,1,4,30,0,2,1,0,0,1,1,0,0,0,1,0,148
1451,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
1452,1,0,3,2,1,0,1,4,30,0,2,1,0,0,0,1,0,1,0,0,0,148
1452,2,1,1,4,1,0,1,4,30,0,2,1,0,0,1,0,1,0,0,1,0,148
1452,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
1453,1,0,2,4,1,0,1,4,30,0,2,1,0,1,0,1,0,1,0,0,0,148
1453,2,1,3,6,1,0,1,4,30,0,2,1,0,0,1,1,0,1,0,0,1,148
1453,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
1454,1,1,3,2,1,0,1,4,30,0,2,1,0,1,0,0,0,1,0,1,0,148
1454,2,0,3,1,1,0,1,4,30,0,2,1,0,0,0,0,0,0,1,0,1,148
1454,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
1455,1,1,2,1,1,0,1,4,30,0,2,1,0,0,1,0,0,0,1,0,1,148
1455,2,0,2,5,1,0,1,4,30,0,2,1,0,0,0,1,0,0,1,0,1,148
1455,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
1456,1,0,1,6,1,0,1,4,30,0,2,1,0,0,0,0,0,0,1,0,1,148
1456,2,1,1,4,1,0,1,4,30,0,2,1,0,0,0,0,0,0,0,0,0,148
1456,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
1457,1,0,2,1,1,0,1,4,30,0,2,1,0,0,0,0,1,0,1,0,0,148
1457,2,1,1,2,1,0,1,4,30,0,2,1,0,1,0,0,1,1,0,0,0,148
1457,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
1458,1,0,1,3,1,0,1,4,30,0,2,1,0,1,0,0,1,0,0,1,0,148
1458,2,1,3,6,1,0,1,4,30,0,2,1,0,1,0,0,0,1,0,0,0,148
1458,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
1459,1,1,3,5,1,0,1,5,23,0,2,1,0,0,1,0,1,0,0,1,0,149
1459,2,0,2,5,1,0,1,5,23,0,2,1,0,1,0,0,1,0,1,1,0,149
1459,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
1460,1,0,1,3,1,0,1,5,23,0,2,1,0,0,1,1,0,0,0,0,1,149
1460,2,1,2,3,1,0,1,5,23,0,2,1,0,0,1,1,0,0,0,1,0,149
1460,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
1461,1,0,3,2,1,0,1,5,23,0,2,1,0,0,0,1,0,1,0,0,0,149
1461,2,1,1,4,1,0,1,5,23,0,2,1,0,0,1,0,1,0,0,1,0,149
1461,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
1462,1,1,2,4,1,0,1,5,23,0,2,1,0,1,0,1,0,1,0,0,0,149
1462,2,0,3,6,1,0,1,5,23,0,2,1,0,0,1,1,0,1,0,0,1,149
1462,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
1463,1,1,3,2,1,0,1,5,23,0,2,1,0,1,0,0,0,1,0,1,0,149
1463,2,0,3,1,1,0,1,5,23,0,2,1,0,0,0,0,0,0,1,0,1,149
1463,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
1464,1,1,2,1,1,0,1,5,23,0,2,1,0,0,1,0,0,0,1,0,1,149
1464,2,0,2,5,1,0,1,5,23,0,2,1,0,0,0,1,0,0,1,0,1,149
1464,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
1465,1,0,1,6,1,0,1,5,23,0,2,1,0,0,0,0,0,0,1,0,1,149
1465,2,1,1,4,1,0,1,5,23,0,2,1,0,0,0,0,0,0,0,0,0,149
1465,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
1466,1,1,2,1,1,0,1,5,23,0,2,1,0,0,0,0,1,0,1,0,0,149
1466,2,0,1,2,1,0,1,5,23,0,2,1,0,1,0,0,1,1,0,0,0,149
1466,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
1467,1,1,1,3,1,0,1,5,23,0,2,1,0,1,0,0,1,0,0,1,0,149
1467,2,0,3,6,1,0,1,5,23,0,2,1,0,1,0,0,0,1,0,0,0,149
1467,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
1468,1,0,2,5,1,0,0,4,24,0,1,1,1,1,0,1,0,0,0,0,1,150
1468,2,1,2,1,1,0,0,4,24,0,1,1,1,0,0,0,1,1,0,0,0,150
1468,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
1469,1,0,2,5,1,0,0,4,24,0,1,1,1,0,0,0,0,0,0,1,0,150
1469,2,1,1,3,1,0,0,4,24,0,1,1,1,0,1,1,0,0,1,0,0,150
1469,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
1470,1,0,1,3,1,0,0,4,24,0,1,1,1,1,0,0,0,1,0,0,0,150
1470,2,1,2,5,1,0,0,4,24,0,1,1,1,0,1,0,1,0,1,0,0,150
1470,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
1471,1,0,1,4,1,0,0,4,24,0,1,1,1,0,0,0,0,1,0,1,0,150
1471,2,1,3,2,1,0,0,4,24,0,1,1,1,1,0,1,0,0,0,1,0,150
1471,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
1472,1,1,1,4,1,0,0,4,24,0,1,1,1,0,1,0,1,1,0,0,0,150
1472,2,0,2,1,1,0,0,4,24,0,1,1,1,0,0,0,0,1,0,1,0,150
1472,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
1473,1,1,3,2,1,0,0,4,24,0,1,1,1,0,0,0,1,0,1,0,1,150
1473,2,0,3,6,1,0,0,4,24,0,1,1,1,0,0,1,0,1,0,1,0,150
1473,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
1474,1,0,3,6,1,0,0,4,24,0,1,1,1,0,1,0,1,0,1,0,0,150
1474,2,1,1,3,1,0,0,4,24,0,1,1,1,0,1,0,0,0,1,0,1,150
1474,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
1475,1,0,3,6,1,0,0,4,24,0,1,1,1,1,0,1,0,0,1,0,1,150
1475,2,1,3,2,1,0,0,4,24,0,1,1,1,1,0,0,1,0,0,0,1,150
1475,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
1476,1,1,2,1,1,0,0,4,24,0,1,1,1,0,1,1,0,0,0,1,0,150
1476,2,0,1,4,1,0,0,4,24,0,1,1,1,1,0,0,0,0,0,0,1,150
1476,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
1486,1,1,2,3,1,0,1,3,26,1,3,1,1,1,0,0,1,1,0,0,1,151
1486,2,0,1,4,1,0,1,3,26,1,3,1,1,1,0,1,0,0,1,1,0,151
1486,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
1487,1,0,3,6,1,0,1,3,26,1,3,1,1,0,1,1,0,1,0,1,0,151
1487,2,1,1,5,1,0,1,3,26,1,3,1,1,0,0,1,0,1,0,0,0,151
1487,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
1488,1,1,2,3,1,0,1,3,26,1,3,1,1,0,0,0,1,1,0,1,0,151
1488,2,0,2,3,1,0,1,3,26,1,3,1,1,0,0,0,1,0,0,0,1,151
1488,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
1489,1,1,1,2,1,0,1,3,26,1,3,1,1,0,0,1,0,0,1,1,0,151
1489,2,0,2,5,1,0,1,3,26,1,3,1,1,0,1,0,0,1,0,0,1,151
1489,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
1490,1,1,2,5,1,0,1,3,26,1,3,1,1,1,0,0,0,0,1,0,0,151
1490,2,0,2,6,1,0,1,3,26,1,3,1,1,1,0,0,0,0,0,1,0,151
1490,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
1491,1,0,1,2,1,0,1,3,26,1,3,1,1,0,1,1,0,0,1,0,0,151
1491,2,1,3,1,1,0,1,3,26,1,3,1,1,1,0,1,0,0,1,0,0,151
1491,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
1492,1,1,3,1,1,0,1,3,26,1,3,1,1,0,1,0,0,0,0,0,0,151
1492,2,0,3,6,1,0,1,3,26,1,3,1,1,0,0,0,1,0,0,0,0,151
1492,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
1493,1,0,1,4,1,0,1,3,26,1,3,1,1,0,0,0,1,0,0,0,1,151
1493,2,1,3,4,1,0,1,3,26,1,3,1,1,0,1,0,1,0,1,0,1,151
1493,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
1494,1,1,3,1,1,0,1,3,26,1,3,1,1,1,0,0,0,0,0,0,1,151
1494,2,0,1,2,1,0,1,3,26,1,3,1,1,0,1,0,0,1,0,1,0,151
1494,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
1495,1,1,2,3,1,1,1,4,28,0,3,2,1,1,0,0,1,1,0,0,1,152
1495,2,0,1,4,1,1,1,4,28,0,3,2,1,1,0,1,0,0,1,1,0,152
1495,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
1496,1,1,3,6,1,1,1,4,28,0,3,2,1,0,1,1,0,1,0,1,0,152
1496,2,0,1,5,1,1,1,4,28,0,3,2,1,0,0,1,0,1,0,0,0,152
1496,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
1497,1,1,2,3,1,1,1,4,28,0,3,2,1,0,0,0,1,1,0,1,0,152
1497,2,0,2,3,1,1,1,4,28,0,3,2,1,0,0,0,1,0,0,0,1,152
1497,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
1498,1,0,1,2,1,1,1,4,28,0,3,2,1,0,0,1,0,0,1,1,0,152
1498,2,1,2,5,1,1,1,4,28,0,3,2,1,0,1,0,0,1,0,0,1,152
1498,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
1499,1,1,2,5,1,1,1,4,28,0,3,2,1,1,0,0,0,0,1,0,0,152
1499,2,0,2,6,1,1,1,4,28,0,3,2,1,1,0,0,0,0,0,1,0,152
1499,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
1500,1,0,1,2,1,1,1,4,28,0,3,2,1,0,1,1,0,0,1,0,0,152
1500,2,1,3,1,1,1,1,4,28,0,3,2,1,1,0,1,0,0,1,0,0,152
1500,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
1501,1,1,3,1,1,1,1,4,28,0,3,2,1,0,1,0,0,0,0,0,0,152
1501,2,0,3,6,1,1,1,4,28,0,3,2,1,0,0,0,1,0,0,0,0,152
1501,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
1502,1,0,1,4,1,1,1,4,28,0,3,2,1,0,0,0,1,0,0,0,1,152
1502,2,1,3,4,1,1,1,4,28,0,3,2,1,0,1,0,1,0,1,0,1,152
1502,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
1503,1,0,3,1,1,1,1,4,28,0,3,2,1,1,0,0,0,0,0,0,1,152
1503,2,1,1,2,1,1,1,4,28,0,3,2,1,0,1,0,0,1,0,1,0,152
1503,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
1504,1,1,1,5,1,0,1,5,25,0,2,1,1,1,0,0,1,0,0,0,0,153
1504,2,0,1,5,1,0,1,5,25,0,2,1,1,0,0,1,0,0,0,0,1,153
1504,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
1505,1,0,3,3,1,0,1,5,25,0,2,1,1,0,0,0,0,0,0,0,0,153
1505,2,1,2,1,1,0,1,5,25,0,2,1,1,1,0,1,0,1,0,0,1,153
1505,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
1506,1,0,1,5,1,0,1,5,25,0,2,1,1,0,1,0,0,1,0,0,1,153
1506,2,0,1,3,1,0,1,5,25,0,2,1,1,1,0,0,1,1,0,0,1,153
1506,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
1507,1,0,3,4,1,0,1,5,25,0,2,1,1,0,0,1,0,1,0,0,1,153
1507,2,0,2,6,1,0,1,5,25,0,2,1,1,1,0,0,0,0,1,0,0,153
1507,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
1508,1,0,2,2,1,0,1,5,25,0,2,1,1,0,1,0,1,1,0,0,1,153
1508,2,0,3,2,1,0,1,5,25,0,2,1,1,0,1,0,0,0,0,0,0,153
1508,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
1509,1,0,3,4,1,0,1,5,25,0,2,1,1,1,0,0,1,0,1,1,0,153
1509,2,0,2,1,1,0,1,5,25,0,2,1,1,0,1,1,0,0,0,0,0,153
1509,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
1510,1,0,2,6,1,0,1,5,25,0,2,1,1,0,1,0,0,0,1,1,0,153
1510,2,0,3,4,1,0,1,5,25,0,2,1,1,0,1,0,1,1,0,1,0,153
1510,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
1511,1,0,1,1,1,0,1,5,25,0,2,1,1,1,0,1,0,0,1,1,0,153
1511,2,0,1,3,1,0,1,5,25,0,2,1,1,0,0,0,1,0,1,1,0,153
1511,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
1512,1,0,2,6,1,0,1,5,25,0,2,1,1,0,0,1,0,0,0,0,0,153
1512,2,0,3,2,1,0,1,5,25,0,2,1,1,0,0,0,0,0,1,1,0,153
1512,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
1513,1,0,2,5,1,0,1,4,25,1,1,1,1,1,0,1,0,0,0,0,1,154
1513,2,1,2,1,1,0,1,4,25,1,1,1,1,0,0,0,1,1,0,0,0,154
1513,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
1514,1,0,2,5,1,0,1,4,25,1,1,1,1,0,0,0,0,0,0,1,0,154
1514,2,1,1,3,1,0,1,4,25,1,1,1,1,0,1,1,0,0,1,0,0,154
1514,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
1515,1,1,1,3,1,0,1,4,25,1,1,1,1,1,0,0,0,1,0,0,0,154
1515,2,0,2,5,1,0,1,4,25,1,1,1,1,0,1,0,1,0,1,0,0,154
1515,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
1516,1,0,1,4,1,0,1,4,25,1,1,1,1,0,0,0,0,1,0,1,0,154
1516,2,1,3,2,1,0,1,4,25,1,1,1,1,1,0,1,0,0,0,1,0,154
1516,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
1517,1,1,1,4,1,0,1,4,25,1,1,1,1,0,1,0,1,1,0,0,0,154
1517,2,0,2,1,1,0,1,4,25,1,1,1,1,0,0,0,0,1,0,1,0,154
1517,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
1518,1,1,3,2,1,0,1,4,25,1,1,1,1,0,0,0,1,0,1,0,1,154
1518,2,0,3,6,1,0,1,4,25,1,1,1,1,0,0,1,0,1,0,1,0,154
1518,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
1519,1,0,3,6,1,0,1,4,25,1,1,1,1,0,1,0,1,0,1,0,0,154
1519,2,1,1,3,1,0,1,4,25,1,1,1,1,0,1,0,0,0,1,0,1,154
1519,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
1520,1,0,3,6,1,0,1,4,25,1,1,1,1,1,0,1,0,0,1,0,1,154
1520,2,1,3,2,1,0,1,4,25,1,1,1,1,1,0,0,1,0,0,0,1,154
1520,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
1521,1,1,2,1,1,0,1,4,25,1,1,1,1,0,1,1,0,0,0,1,0,154
1521,2,0,1,4,1,0,1,4,25,1,1,1,1,1,0,0,0,0,0,0,1,154
1521,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
1522,1,1,3,5,1,0,1,5,26,0,1,1,1,0,1,0,1,0,0,1,0,155
1522,2,0,2,5,1,0,1,5,26,0,1,1,1,1,0,0,1,0,1,1,0,155
1522,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
1523,1,0,1,3,1,0,1,5,26,0,1,1,1,0,1,1,0,0,0,0,1,155
1523,2,1,2,3,1,0,1,5,26,0,1,1,1,0,1,1,0,0,0,1,0,155
1523,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
1524,1,0,3,2,1,0,1,5,26,0,1,1,1,0,0,1,0,1,0,0,0,155
1524,2,1,1,4,1,0,1,5,26,0,1,1,1,0,1,0,1,0,0,1,0,155
1524,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
1525,1,1,2,4,1,0,1,5,26,0,1,1,1,1,0,1,0,1,0,0,0,155
1525,2,0,3,6,1,0,1,5,26,0,1,1,1,0,1,1,0,1,0,0,1,155
1525,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
1526,1,1,3,2,1,0,1,5,26,0,1,1,1,1,0,0,0,1,0,1,0,155
1526,2,0,3,1,1,0,1,5,26,0,1,1,1,0,0,0,0,0,1,0,1,155
1526,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
1527,1,1,2,1,1,0,1,5,26,0,1,1,1,0,1,0,0,0,1,0,1,155
1527,2,0,2,5,1,0,1,5,26,0,1,1,1,0,0,1,0,0,1,0,1,155
1527,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
1528,1,0,1,6,1,0,1,5,26,0,1,1,1,0,0,0,0,0,1,0,1,155
1528,2,1,1,4,1,0,1,5,26,0,1,1,1,0,0,0,0,0,0,0,0,155
1528,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
1529,1,0,2,1,1,0,1,5,26,0,1,1,1,0,0,0,1,0,1,0,0,155
1529,2,1,1,2,1,0,1,5,26,0,1,1,1,1,0,0,1,1,0,0,0,155
1529,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
1530,1,1,1,3,1,0,1,5,26,0,1,1,1,1,0,0,1,0,0,1,0,155
1530,2,0,3,6,1,0,1,5,26,0,1,1,1,1,0,0,0,1,0,0,0,155
1530,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
1540,1,1,2,3,1,0,1,3,24,1,2,1,1,1,0,0,1,1,0,0,1,156
1540,2,0,1,4,1,0,1,3,24,1,2,1,1,1,0,1,0,0,1,1,0,156
1540,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
1541,1,1,3,6,1,0,1,3,24,1,2,1,1,0,1,1,0,1,0,1,0,156
1541,2,0,1,5,1,0,1,3,24,1,2,1,1,0,0,1,0,1,0,0,0,156
1541,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
1542,1,1,2,3,1,0,1,3,24,1,2,1,1,0,0,0,1,1,0,1,0,156
1542,2,0,2,3,1,0,1,3,24,1,2,1,1,0,0,0,1,0,0,0,1,156
1542,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
