choice,FSG_1,FSG_2,FSG_3,FSG_4,FSG_5,FSO_1,FSO_2,FSO_3,FSO_4,FSO_5,TT_1,TT_2,TT_3,TT_4,TT_5
3,0,785,1223,1424,1309,1024,0,42422,1132,2066,0,0,700,700,0
4,842,1463,1188,1190,67,956,2508,3200,1597,2329,1044,408,1008,0,1044
5,20452,552,2469,2705,1447,83361,3932,17977,89841,2000,536,356,431,536,225
5,1506,2677,2199,681,2449,632,9375,9420,6536,6044,2000,1700,1700,2452,0
3,1850,303,1911,295,2677,1213,180,686,197,9375,0,0,434,0,559
5,842,909,0,1399,1614,956,916,3434,1189,1645,0,0,0,428,532
2,456,2952,176,625,575,0,4534,4754,577,104,0,0,0,1144,0
3,176,456,2952,625,1424,4754,0,4534,577,1132,0,0,0,256,527
3,176,456,2952,625,1424,4754,0,4534,577,1132,156,156,156,367,527
5,449,456,176,625,2952,349,0,4754,577,4534,490,156,156,367,156
4,2952,456,176,435,625,4534,0,4754,100,577,520,520,520,520,1644
5,625,456,176,2952,435,577,0,4754,4534,100,1644,520,520,520,520
2,456,2952,176,625,449,0,4534,4754,577,349,0,0,0,256,490
4,4409,417,3400,991,176,19541,0,17619,220,4754,400,632,400,0,0
4,2701,417,3400,4409,1668,4208,0,17619,19541,10866,748,0,0,0,572
1,991,417,3400,4409,2701,220,0,17619,19541,4208,0,632,400,400,1400
2,417,4409,3400,2701,1668,0,19541,17619,4208,10866,0,0,0,1400,1400
5,3400,1622,3708,2473,403,17619,7598,6001,1131,40,0,0,1012,2496,0
4,2473,403,1622,3708,4160,1131,40,7598,6001,19515,646,0,0,350,687
2,1395,672,0,3400,1622,527,359,34996,17619,7598,0,776,0,600,0
3,0,1395,4409,3400,2925,34996,527,19541,17619,4548,0,0,600,600,1752
3,3400,991,4409,2701,1668,17619,220,19541,4208,10866,224,0,224,572,572
4,347,403,1622,3708,3400,431,40,7598,6001,17619,2300,1012,1012,0,400
3,1395,672,4409,3400,1622,527,359,19541,17619,7598,251,0,366,366,350
5,2701,672,1395,3400,991,4208,359,527,17619,220,604,0,251,366,412
3,1622,403,3708,347,3400,7598,40,6001,431,17619,350,350,0,813,366
3,1622,403,3708,347,629,7598,40,6001,431,779,740,740,552,2100,2996
2,1395,4409,0,3400,2925,527,19541,34996,17619,4548,0,600,0,600,1752
2,86,527,2477,1239,2287,103,106,10492,12395,1420,1500,1756,1756,1756,2556
3,3830,895,1617,619,233,7566,0,1259,1542,1470,0,0,3092,480,0
5,620,895,3830,619,1617,1827,0,7566,1542,1259,480,0,0,480,3092
4,527,1504,671,1239,1730,106,198,1492,12395,15564,731,0,507,731,246
1,1239,1504,671,527,2477,12395,198,1492,106,10492,731,0,507,731,731
4,527,86,2477,1239,671,106,103,10492,12395,1492,1756,1500,1756,1756,1600
2,527,1239,2477,86,2287,106,12395,10492,103,1420,0,0,0,2500,2556
1,1239,527,2477,86,671,12395,106,10492,103,1492,0,0,0,2500,3000
2,6330,2925,1645,1000,527,11383,4548,7010,665,106,0,0,1200,1200,0
2,6330,2925,1645,1000,3400,11383,4548,7010,665,17619,0,0,1200,1200,1900
4,1239,86,2477,527,2925,12395,103,10492,106,4548,1756,1500,1756,1756,0
4,527,86,2477,1239,2287,106,103,10492,12395,1420,1756,1500,1756,1756,2556
1,1239,1504,671,527,2477,12395,198,1492,106,10492,731,0,507,731,731
1,1239,1504,671,527,2477,12395,198,1492,106,10492,1828,0,1600,1828,1828
2,6330,2925,1645,1000,3400,11383,4548,7010,665,17619,0,0,1200,1200,1900
5,3400,6330,1645,1000,2925,17619,11383,7010,665,4548,1900,0,1200,1200,0
3,1645,6330,2925,1000,3400,7010,11383,4548,665,17619,1200,0,0,1200,1900
4,1000,6330,1645,2925,3400,665,11383,7010,4548,17619,1200,0,1200,0,1900
1,1617,217,1816,233,2925,1259,216,3919,1470,4548,0,0,609,0,0
1,1506,36,2677,2199,2322,632,276,9375,9420,867,488,0,458,458,559
5,1817,834,1044,1622,629,1498,1250,4743,7598,779,882,0,0,708,0
4,1622,834,1044,629,1817,7598,1250,4743,779,1498,708,0,0,0,882
2,403,3708,1622,2473,834,40,6001,7598,1131,1250,0,1012,0,2496,0
2,456,435,176,2952,625,0,100,4754,4534,577,520,520,520,520,1144
1,435,456,176,2952,625,100,0,4754,4534,577,520,520,520,520,1644
3,176,456,2952,625,1424,4754,0,4534,577,1132,0,0,0,1144,2068
3,176,456,435,2952,625,4754,0,100,4534,577,520,520,520,520,1144
2,456,435,176,2952,625,0,100,4754,4534,577,520,520,520,520,1644
2,456,2952,176,625,449,0,4534,4754,577,349,520,520,520,1644,1908
2,456,2952,176,625,449,0,4534,4754,577,349,520,520,520,1644,1908
5,176,646,1760,1816,2274,4754,194,14651,3919,8347,156,331,331,504,331
2,646,1025,2274,1760,1816,194,104,8347,14651,3919,331,331,331,331,504
1,1223,646,2274,1760,1816,42422,194,8347,14651,3919,1038,0,0,0,504
3,2274,646,1223,1760,1813,8347,194,42422,14651,2566,0,0,1038,0,600
3,1760,646,2274,1813,927,14651,194,8347,2566,2632,1100,1100,1100,1800,2380
2,646,2274,1760,1813,927,194,8347,14651,2566,2632,1100,1100,1100,1800,2500
2,854,2725,63,0,3610,263,3107,1050,5333,5189,0,549,488,488,631
1,148,130,258,84,63,2754,235,813,809,1050,1177,746,901,1177,488
4,36,322,591,2001,84,276,1712,423,4634,809,704,0,510,0,1177
1,1325,322,2001,36,1506,30295,1712,4634,276,632,878,0,0,704,732
4,2287,3401,136,3289,570,1420,21946,249,9748,3478,837,0,651,0,837
3,0,1395,672,3400,1813,34996,527,359,17619,2566,0,0,776,600,0
2,1331,1325,45,384,10325,9861,30295,111,551,37322,0,337,230,230,337
1,1491,3210,165,995,1331,8362,3884,437,1513,9861,0,0,557,861,0
5,2701,417,3400,4409,991,4208,0,17619,19541,220,1400,632,400,400,0
1,1148,143,155,442,1265,1063,65,529,457,315,0,0,924,0,0
5,2014,63,0,2725,854,2229,1050,5333,3107,263,0,1404,1404,1204,0
4,295,66,1650,1911,3610,197,1777,9100,686,5189,434,0,0,0,269
2,260,2578,275,889,66,128,3929,4672,480,1777,0,0,0,1046,0
3,1028,2932,2109,1556,1548,4333,2181,1759,434,12008,1976,876,0,1896,1976
3,54,163,1247,92,2473,1601,1310,4727,2307,1131,0,0,0,328,0
4,92,163,54,1247,877,2307,1310,1601,4727,1615,328,0,0,0,328
3,54,163,1562,1247,92,1601,1310,535,4727,2307,0,0,328,0,328
2,806,5190,1153,2792,163,112,59651,1903,1896,1310,0,1664,0,0,600
4,867,574,1774,5190,449,197,593,1950,59651,349,247,0,449,895,703
1,1223,4054,5190,163,3610,42422,2456,59651,1310,5189,1700,0,0,1264,0
3,163,5190,4054,54,1247,1310,59651,2456,1601,4727,1264,0,0,1264,1264
5,574,867,77,379,1774,593,197,195,225,1950,1600,1216,1164,1164,0
2,2932,2109,1028,1556,1548,2181,1759,4333,434,12008,876,0,1976,1896,1976
5,442,36,116,179,514,457,53,68,259,1754,0,2720,1900,1800,0
4,280,686,724,863,1856,5127,368,2219,7471,3751,611,0,0,0,611
1,2952,456,176,625,1424,4534,0,4754,577,1132,0,0,0,256,527
3,803,669,898,1345,176,1587,780,56296,6319,4754,883,0,5701,883,0
1,1223,895,3830,619,669,42422,0,7566,1542,780,480,0,0,480,0
2,895,1223,3830,619,620,0,42422,7566,1542,1827,0,480,0,480,480
4,1491,1959,262,66,1556,690,858,5344,1777,434,667,0,0,1001,750
3,2121,148,2109,6438,388,41669,3677,1759,77335,252,0,0,1900,0,836
5,388,148,2121,6438,2109,252,3677,41669,77335,1759,836,0,0,0,1900
5,1028,578,1792,360,2109,4333,105,2677,100,1759,2952,1680,2784,2784,1192
2,610,262,436,368,1256,47,930,885,3797,3675,0,0,0,588,588
3,699,666,2304,681,436,2341,1355,8249,6536,885,1415,0,660,1850,0
1,1028,81,1491,1548,666,4333,491,690,12008,1355,1304,944,944,1304,0
5,1314,854,63,0,297,6220,263,1050,5333,1763,0,0,488,488,4456
5,1816,106,7024,2705,2469,3919,327,12895,89841,17977,0,672,672,1208,1004
3,4054,309,770,5190,1324,2456,33,289,59651,2309,588,0,0,588,1180
3,5190,309,4054,379,3418,59651,33,2456,225,6650,170,0,170,533,533
3,2469,1447,20452,2322,772,17977,2000,83361,867,1424,1728,1252,1920,1744,644
4,4409,672,1395,3400,2701,19541,359,527,17619,4208,366,0,251,366,604
2,1395,2925,0,3400,4409,527,4548,34996,17619,19541,0,615,0,295,366
2,403,3708,1622,2473,4160,40,6001,7598,1131,19515,0,350,0,646,687
3,2477,527,66,1239,1622,10492,106,1777,12395,7598,0,0,1311,0,0
3,2477,527,1239,86,671,10492,106,12395,103,1492,0,0,0,834,1146
3,671,1504,1239,527,2477,1492,198,12395,106,10492,507,0,731,731,0
2,6330,2925,1645,1000,671,11383,4548,7010,665,1492,0,0,594,594,507
5,3400,6330,1645,1000,2925,17619,11383,7010,665,4548,819,0,594,594,0
5,3400,6330,1645,1000,2925,17619,11383,7010,665,4548,1900,0,1200,1200,0
2,6330,2925,1645,1000,3400,11383,4548,7010,665,17619,0,0,1200,1200,1900
1,2925,6330,1645,1000,3400,4548,11383,7010,665,17619,0,0,594,594,819
4,1000,6330,1645,2925,3400,665,11383,7010,4548,17619,594,0,594,0,819
2,6330,2925,1645,1000,3400,11383,4548,7010,665,17619,0,0,594,594,819
5,3400,6330,1645,1000,2925,17619,11383,7010,665,4548,819,0,594,594,0
5,6330,233,1617,1816,217,11383,1470,1259,3919,216,0,0,0,1884,0
1,1184,3153,1730,526,1190,228,6816,15564,3918,1597,521,0,0,405,699
5,526,1730,1188,842,3153,3918,15564,3200,956,6816,1000,1248,1592,1628,1248
4,526,3153,1730,1184,1188,3918,6816,15564,228,3200,1000,724,724,1424,1592
2,3153,1184,1730,526,1190,6816,228,15564,3918,1597,724,1424,724,1000,1368
2,3153,526,1730,1190,1463,6816,3918,15564,1597,2508,0,405,0,699,419
2,1730,3153,1184,526,1190,15564,6816,228,3918,1597,900,900,1188,1528,2140
4,526,1730,1184,3153,1188,3918,15564,228,6816,3200,1528,900,1188,900,2492
4,526,3153,1184,1730,1188,3918,6816,228,15564,3200,1528,900,1188,900,2492
3,1184,3153,1730,526,1188,228,6816,15564,3918,3200,1188,900,900,1528,2492
5,629,106,7024,2469,20452,779,327,12895,17977,83361,1120,672,672,1004,1208
2,629,834,1044,1622,1817,779,1250,4743,7598,1498,0,0,0,2392,2996
4,1622,629,1044,834,1817,7598,779,4743,1250,1498,2392,0,0,0,2996
2,629,834,1044,1622,1817,779,1250,4743,7598,1498,0,0,0,708,882
2,629,834,1044,1622,1817,779,1250,4743,7598,1498,0,0,0,708,882
1,3708,629,834,1044,1622,6001,779,1250,4743,7598,890,0,0,0,708
1,3708,629,834,1044,1622,6001,779,1250,4743,7598,890,0,0,0,708
5,629,2932,1028,1556,2109,779,2181,4333,434,1759,0,876,1976,1896,0
5,1548,2109,1028,1556,2932,12008,1759,4333,434,2181,578,0,578,557,289
3,671,1504,1239,527,2477,1492,198,12395,106,10492,1600,0,1828,1828,1828
2,1504,1239,671,527,2477,198,12395,1492,106,10492,0,1828,1600,1828,1828
2,217,1617,1816,233,2932,216,1259,3919,1470,2181,0,0,1884,0,876
5,233,413,1186,0,817,1470,4402,4104,281,1505,0,1688,1540,0,0
2,817,2705,413,0,1186,1505,89841,4402,281,4104,0,1561,485,0,496
4,0,413,1186,817,1090,281,4402,4104,1505,6583,0,485,496,0,496
1,1223,217,1617,233,1172,42422,216,1259,1470,726,919,0,0,0,780
4,177,98,297,2705,1481,907,634,1763,89841,1372,628,0,0,1888,628
1,1239,1504,671,527,909,12395,198,1492,106,916,1828,0,1600,1828,0
3,2477,527,1239,86,671,10492,106,12395,103,1492,0,0,0,2500,3000
3,2274,75,927,646,799,8347,315,2632,194,937,2380,0,0,2380,0
4,1199,91,889,4358,646,13735,401,480,16200,194,1516,512,1516,512,2380
4,1199,91,889,4358,1381,13735,401,480,16200,1629,1516,512,1516,512,3060
1,1325,413,817,0,995,30295,4402,1505,281,1513,1114,0,485,485,0
5,995,413,817,0,1220,1513,4402,1505,281,18568,620,0,485,485,876
1,2274,646,1760,1813,413,8347,194,14651,2566,4402,397,397,397,689,0
5,927,646,1760,1813,2274,2632,194,14651,2566,8347,822,397,397,689,397
3,2274,1025,646,1760,1813,8347,104,194,14651,2566,397,397,397,397,689
2,1025,646,2274,1760,1813,104,194,8347,14651,2566,397,397,397,397,689
3,1447,2322,1220,36,646,2000,867,18568,276,194,2600,544,948,2100,0
1,1325,2322,1220,36,1447,30295,867,18568,276,2000,785,170,333,572,603
1,1025,646,2274,1760,1813,104,194,8347,14651,2566,0,0,0,0,1500
4,1760,646,2274,1025,1813,14651,194,8347,104,2566,0,0,0,0,1500
3,4358,889,1199,267,646,16200,480,13735,3670,194,1424,0,0,2544,0
2,889,1199,4358,267,2939,480,13735,16200,3670,2361,0,0,1424,2544,2544
3,900,135,1325,1031,3403,5818,409,30295,7272,12516,489,0,1274,745,745
5,1622,4160,3479,1817,2473,7598,19515,27106,1498,1131,2496,712,712,2080,0
4,2473,3479,0,4160,1817,1131,27106,697,19515,1498,712,0,700,0,2080
3,3479,4160,2473,1817,1622,27106,19515,1131,1498,7598,0,0,247,369,687
5,1622,2925,6330,1000,4409,7598,4548,11383,665,19541,0,0,0,594,819
4,1000,2925,6330,4409,1645,665,4548,11383,19541,7010,594,0,0,819,594
3,1645,6330,2925,1000,3400,7010,11383,4548,665,17619,594,0,0,594,819
2,6330,2925,1645,1000,3400,11383,4548,7010,665,17619,0,0,594,594,819
5,6330,417,3400,2701,4409,11383,0,17619,4208,19541,0,0,0,748,0
2,260,2578,275,889,3400,128,3929,4672,480,17619,0,0,0,1046,0
2,403,3708,1622,2473,3479,40,6001,7598,1131,27106,0,350,0,646,687
5,3401,4406,1192,2201,3289,21946,10446,2578,30672,9748,880,0,741,741,880
1,1220,2322,1447,36,1309,18568,867,2000,276,2066,948,544,2600,2100,2364
1,1220,2322,1309,7024,36,18568,867,2066,12895,276,812,0,2012,2200,2100
4,1309,2322,1220,7024,36,2066,867,18568,12895,276,480,0,261,524,559
4,1548,81,1491,1028,2932,12008,491,690,4333,2181,406,295,295,406,581
1,1028,81,1491,1548,2932,4333,491,690,12008,2181,406,295,295,406,581
5,2287,106,1309,772,7024,1420,327,2066,1424,12895,0,237,463,291,237
3,7024,106,20452,772,1309,12895,327,83361,1424,2066,788,788,1756,892,1548
2,772,2469,7024,1309,2705,1424,17977,12895,2066,89841,0,603,219,356,575
3,67,1188,842,1190,1463,2329,3200,956,1597,2508,476,0,476,1008,1032
4,1190,1188,67,842,1463,1597,3200,2329,956,2508,1008,0,476,476,1032
5,3153,4160,3479,1817,2473,6816,19515,27106,1498,1131,246,247,247,599,0
4,295,799,1850,1911,2473,197,148,1213,686,1131,1508,1788,1508,1852,0
4,1309,772,7024,1031,2469,2066,1424,12895,402,17977,501,193,485,193,603
5,20452,552,2469,2705,1447,83361,3932,17977,89841,2000,1100,896,1000,1100,0
4,2469,772,1309,7024,552,17977,1424,2066,12895,3932,603,0,356,219,237
2,1031,2705,7024,772,1309,402,89841,12895,1424,2066,0,727,424,252,356
2,772,1031,7024,1309,2469,1424,402,12895,2066,17977,252,0,424,560,701
2,1556,1023,1101,148,772,434,194,460,3677,1424,136,0,214,411,252
1,1850,303,66,295,148,1213,180,1777,197,3677,0,0,996,0,1064
1,2121,303,1850,295,66,41669,180,1213,197,1777,770,0,0,0,434
5,1188,67,1190,1463,842,3200,2329,1597,2508,956,298,231,282,289,231
2,63,898,0,6617,450,1050,56296,5333,95932,401,0,335,0,335,508
3,1765,66,3610,898,2725,655,0,5189,56296,3107,1296,0,0,1612,0
5,322,854,63,0,898,1712,263,1050,5333,56296,0,0,488,488,717
3,1153,806,5190,2792,4358,1903,112,59651,1896,16200,0,0,1664,0,512
1,4160,2473,3479,1817,1153,19515,1131,27106,1498,1903,712,0,712,2080,0
4,60,1789,130,1469,1324,26,8709,324,3123,2309,2900,1744,3368,1744,824
4,2063,442,231,720,1789,3878,125,2347,107,8709,0,0,0,13796,1744
2,148,2121,6438,388,2932,3677,41669,77335,252,2181,0,0,0,836,692
2,148,2121,6438,388,1556,3677,41669,77335,252,434,0,0,0,836,1064
4,1399,73,908,68,148,1189,1608,1905,45,3677,876,0,0,1204,0
2,322,2001,591,36,908,1712,4634,423,276,1905,0,0,510,704,0
1,1188,842,67,1190,2322,3200,956,2329,1597,867,0,143,143,334,261
4,1190,842,67,1188,1463,1597,956,2329,3200,2508,334,143,143,0,341
1,7024,1188,842,67,1190,12895,3200,956,2329,1597,657,0,143,143,334
5,1190,1188,842,67,7024,1597,3200,956,2329,12895,334,0,143,143,657
4,2705,598,2469,7024,20452,89841,429,17977,12895,83361,1164,0,1080,1200,1164
5,20452,598,2469,2705,7024,83361,429,17977,89841,12895,1164,0,1080,1164,1200
3,2469,106,7024,2705,20452,17977,327,12895,89841,83361,1004,672,672,1208,1164
4,3400,672,1395,991,842,17619,359,527,220,956,366,0,251,412,0
2,672,4409,1395,3400,2701,359,19541,527,17619,4208,0,366,251,366,604
4,295,303,66,1850,1911,197,180,1777,1213,686,0,0,996,0,996
5,295,1395,0,3400,672,197,527,34996,17619,359,0,251,251,366,0
2,58,3375,803,1345,3400,189,17328,1587,6319,17619,0,763,541,541,366
1,560,58,803,1345,1689,2100,189,1587,6319,6187,702,0,541,541,702
1,66,1911,1650,295,58,1777,686,9100,197,189,0,0,0,996,0
3,1394,3375,468,96,635,1528,17328,728,1841,5147,1152,1036,0,1500,1500
5,635,869,1689,96,3375,5147,214,6187,1841,17328,1500,0,0,2216,1300
5,1689,468,1394,96,3375,6187,728,1528,1841,17328,0,0,355,469,316
3,1689,869,560,3375,96,6187,214,2100,17328,1841,0,0,0,425,469
5,96,560,1689,3375,869,1841,2100,6187,17328,214,2216,0,0,1300,0
5,635,1394,1689,96,3375,5147,1528,6187,1841,17328,701,0,527,659,266
5,1689,468,1394,96,3375,6187,728,1528,1841,17328,0,784,808,1500,1244
1,468,1394,3375,96,635,728,1528,17328,1841,5147,784,808,1244,1500,1500
2,526,3153,1184,1730,1689,3918,6816,228,15564,6187,0,1180,972,1180,0
4,1190,1730,526,3153,1463,1597,15564,3918,6816,2508,2140,0,1180,0,2300
1,1730,3153,526,1190,1463,15564,6816,3918,1597,2508,0,0,1180,2140,2164
5,1730,456,176,625,2952,15564,0,4754,577,4534,0,156,156,367,156
3,176,456,2952,625,449,4754,0,4534,577,349,156,156,156,367,490
2,435,456,176,2952,625,100,0,4754,4534,577,0,0,0,0,367
2,456,435,176,2952,625,0,100,4754,4534,577,0,0,0,0,1144
3,1491,81,1028,1548,2932,690,491,4333,12008,2181,944,944,1304,1304,1900
1,3708,403,1622,2473,1548,6001,40,7598,1131,12008,350,0,0,646,0
5,2473,403,1622,3708,1223,1131,40,7598,6001,42422,646,0,0,350,1823
5,4160,403,1622,2473,3708,19515,40,7598,1131,6001,687,0,0,646,350
3,3400,991,4409,2701,3708,17619,220,19541,4208,6001,224,0,224,572,350
5,1668,991,3400,2701,4409,10866,220,17619,4208,19541,572,0,224,572,224
4,3400,1395,0,4409,2701,17619,527,34996,19541,4208,600,0,0,600,1400
5,2925,1395,0,3400,4409,4548,527,34996,17619,19541,615,0,0,295,295
3,176,456,2952,625,1622,4754,0,4534,577,7598,156,156,156,367,350
1,2952,456,176,625,449,4534,0,4754,577,349,156,156,156,367,490
2,456,3418,176,2952,625,0,6650,4754,4534,577,156,716,156,156,367
2,456,3418,176,2952,625,0,6650,4754,4534,577,156,716,156,156,367
5,449,456,176,625,2952,349,0,4754,577,4534,1908,0,0,1144,0
4,1760,1025,2274,646,4054,14651,104,8347,194,2456,397,397,397,397,0
5,1813,1025,2274,1760,646,2566,104,8347,14651,194,689,397,397,397,397
2,1025,646,2274,1760,1813,104,194,8347,14651,2566,0,0,0,0,1800
4,1760,1025,2274,646,1813,14651,104,8347,194,2566,0,0,0,0,1500
3,1760,646,2274,1813,927,14651,194,8347,2566,2632,0,0,0,1500,2380
2,646,2274,1760,1813,927,194,8347,14651,2566,2632,0,0,0,1500,2380
1,1617,217,1816,233,163,1259,216,3919,1470,1310,0,0,1884,0,2200
1,1617,217,1816,233,163,1259,216,3919,1470,1310,0,0,609,0,759
5,163,217,1816,233,1617,1310,216,3919,1470,1259,2200,0,1884,0,0
2,217,2274,1617,233,1816,216,8347,1259,1470,3919,0,801,0,0,609
1,1617,217,1816,233,163,1259,216,3919,1470,1310,0,0,1884,0,2200
3,1816,217,1617,233,163,3919,216,1259,1470,1310,1884,0,0,0,2200
5,163,217,1816,233,1617,1310,216,3919,1470,1259,2200,0,1884,0,0
1,2932,2109,1028,1548,233,2181,1759,4333,12008,1470,308,311,433,433,0
4,1028,2932,2109,2121,1548,4333,2181,1759,41669,12008,1800,1144,940,2100,1800
4,681,2677,2199,2449,2932,6536,9375,9420,6044,2181,647,559,559,0,308
1,1841,68,114,274,3210,7523,45,359,5555,3884,0,0,0,0,488
3,294,262,1959,1491,114,1043,5344,858,690,359,2392,0,0,1900,0
4,570,294,2287,3289,1959,3478,1043,1420,9748,858,414,0,414,928,622
3,602,62,824,554,1331,1142,916,3043,2979,3291,0,0,866,755,866
2,262,1959,294,1491,1556,5344,858,1043,690,434,0,0,622,667,750
3,0,12,525,1172,262,985,46,2013,726,5344,0,0,0,1492,0
3,0,12,4409,1172,974,985,46,19541,726,572,0,0,2058,399,919
4,58,669,1345,803,231,189,780,6319,1587,2347,1102,0,883,883,1502
5,663,68,114,274,1841,1195,45,359,5555,7523,690,0,0,0,0
1,629,834,1044,1622,1817,779,1250,4743,7598,1498,0,0,0,708,882
4,1622,834,1044,629,1817,7598,1250,4743,779,1498,708,0,0,0,882
5,1817,629,1044,1622,834,1498,779,4743,7598,1250,2996,0,0,2392,0
4,1622,629,1044,834,1817,7598,779,4743,1250,1498,2392,0,0,0,2996
3,834,629,1044,1622,1817,1250,779,4743,7598,1498,0,0,0,2392,2996
2,629,1044,834,1622,1817,779,4743,1250,7598,1498,0,0,0,2392,2996
1,2473,4160,3479,1817,1622,1131,19515,27106,1498,7598,0,247,247,599,646
2,267,361,2939,63,0,3670,217,2361,1050,5333,0,901,0,664,664
4,66,2287,570,2121,267,1777,1420,3478,41669,3670,584,0,0,820,0
5,1172,646,1760,1813,2274,726,194,14651,2566,8347,1500,0,0,1500,0
3,1760,646,2274,1813,927,14651,194,8347,2566,2632,0,0,0,1500,2380
1,1335,1324,1651,1828,2922,5049,2309,22007,8660,8606,1180,1180,1180,2164,2164
1,2274,646,1760,1813,1324,8347,194,14651,2566,2309,397,397,397,689,423
3,1760,646,2274,1813,927,14651,194,8347,2566,2632,397,397,397,689,822
5,927,646,1760,1813,2274,2632,194,14651,2566,8347,2500,1100,1100,1800,1100
2,646,2274,1760,1813,927,194,8347,14651,2566,2632,1100,1100,1100,1800,2500
2,63,898,0,6617,646,1050,56296,5333,95932,194,0,335,0,335,397
4,898,63,0,3610,6617,56296,1050,5333,5189,95932,335,0,0,675,335
5,63,66,1765,898,3610,1050,0,655,56296,5189,0,0,1296,1612,0
1,1265,143,1148,442,3610,315,65,1063,457,5189,0,0,0,0,0
1,1335,1324,1651,1309,2199,5049,2309,22007,2066,9420,1100,1100,1100,3732,724
2,1324,2705,1335,1651,1309,2309,89841,5049,22007,2066,1100,3400,1100,1100,3732
5,44,113,1314,1645,1614,2242,0,6220,590,1645,465,0,403,465,0
3,7024,772,1031,1309,2469,12895,1424,402,2066,17977,1388,876,0,1728,2212
5,772,6617,1314,63,898,1424,95932,6220,1050,56296,876,0,600,892,0
2,6617,898,1314,63,0,95932,56296,6220,1050,5333,0,0,600,892,892
1,2725,946,854,3610,898,3107,236,263,5189,56296,0,960,1204,1676,0
5,946,267,63,0,2939,236,3670,1050,5333,2361,1200,0,2076,2076,0
5,267,113,1314,1645,1614,3670,0,6220,590,1645,0,0,403,465,0
2,113,1614,1314,1645,44,0,1645,6220,590,2242,0,0,403,465,465
1,2725,854,63,0,3610,3107,263,1050,5333,5189,1204,0,1404,1404,1600
4,1548,2109,1028,2932,1614,12008,1759,4333,2181,1645,433,311,433,308,0
1,1645,113,1614,1314,44,590,0,1645,6220,2242,1124,0,0,1140,1124
1,148,258,585,350,6617,2754,813,781,1083,95932,1800,0,1780,1780,0
3,585,258,148,350,84,781,813,2754,1083,809,493,0,582,493,582
1,2121,388,702,148,350,41669,252,792,3677,1083,836,0,0,836,1780
5,2121,388,702,148,1792,41669,252,792,3677,2677,289,0,0,289,362
4,6438,148,2121,1556,388,77335,3677,41669,434,252,400,400,400,768,0
1,1556,148,2121,6438,2932,434,3677,41669,77335,2181,768,400,400,400,1192
2,45,2209,1325,384,10325,111,2410,30295,551,37322,290,280,360,290,360
4,1314,898,6617,1614,63,6220,56296,95932,1645,1050,600,0,0,1560,892
5,898,85,183,733,2773,56296,0,328,5931,4402,0,0,0,0,0
1,610,262,436,368,6330,47,930,885,3797,11383,0,0,0,700,0
2,1031,3403,36,441,262,7272,12516,253,2741,930,1200,1200,2484,2700,0
3,36,1031,3403,441,135,253,7272,12516,2741,409,2484,1200,1200,2700,2800
3,155,467,3610,442,1265,529,0,5189,457,315,844,0,648,1464,1464
3,2725,946,854,63,442,3107,236,263,1050,457,960,0,1892,1956,1464
4,570,136,2287,3289,3401,3478,249,1420,9748,21946,514,0,514,651,651
5,3479,135,0,4160,1817,27106,169,697,19515,1498,369,293,293,369,0
3,0,135,1817,4160,3479,697,169,1498,19515,27106,928,928,0,1144,1144
5,1817,1188,842,67,7024,1498,3200,956,2329,12895,0,223,234,234,508
2,1188,7024,842,67,2469,3200,12895,956,2329,17977,223,508,234,234,361
4,1309,106,7024,843,1188,2066,327,12895,153,3200,1124,844,844,0,824
2,843,7024,1309,2469,772,153,12895,2066,17977,1424,0,227,289,336,431
4,54,5190,163,4054,1247,1601,59651,1310,2456,4727,388,0,388,0,388
4,2705,598,2469,7024,733,89841,429,17977,12895,5931,349,0,324,398,0
2,598,7024,2469,2705,20452,429,12895,17977,89841,83361,0,398,324,349,349
2,2199,2677,552,36,3610,9420,9375,3932,276,5189,892,892,1860,1064,648
4,36,2199,552,2677,1506,276,9420,3932,9375,632,1064,892,1860,892,1120
1,7024,2469,401,2705,2199,12895,17977,4547,89841,9420,399,0,167,167,300
2,2469,7024,401,2705,20452,17977,12895,4547,89841,83361,0,399,167,167,167
5,1463,5190,163,54,4054,2508,59651,1310,1601,2456,0,0,1264,1264,0
5,570,3401,136,2287,3289,3478,21946,249,1420,9748,837,0,651,837,0
5,570,3401,136,2287,3289,3478,21946,249,1420,9748,2952,0,2460,2952,0
3,4054,309,770,5190,3289,2456,33,289,59651,9748,170,0,0,170,0
4,620,895,619,3830,4054,1827,0,1542,7566,2456,480,0,480,0,588
4,620,895,619,3830,0,1827,0,1542,7566,4573,480,0,480,0,480
4,2473,403,1622,3708,867,1131,40,7598,6001,197,646,0,0,350,0
2,403,3708,1622,2473,3479,40,6001,7598,1131,27106,0,350,0,646,687
5,2473,403,1622,3708,3418,1131,40,7598,6001,6650,646,546,546,644,1112
1,1223,403,1622,3708,347,42422,40,7598,6001,431,1571,546,546,644,652
2,1394,3375,1689,96,635,1528,17328,6187,1841,5147,266,0,425,605,701
2,3375,468,1394,1689,96,17328,728,1528,6187,1841,0,1036,836,1300,2100
4,96,1394,1689,3375,635,1841,1528,6187,17328,5147,2100,836,1300,0,2100
2,1394,3375,1689,96,635,1528,17328,6187,1841,5147,266,0,425,605,701
1,3375,1394,1689,96,635,17328,1528,6187,1841,5147,266,0,527,659,659
